bw_req,latency_req,priority,prb_usage,queue_len,hour_of_day,prb_allocated,expected_latency,sla_ok,type_emergency,type_industry,type_normal
0.62,200,1,49.3,24,13,8,332.66,0,False,False,True
0.483,200,1,41.6,33,13,7,343.61,0,False,False,True
1.867,50,2,69.3,44,15,16,85.7,0,False,True,False
1.715,50,2,80.7,36,16,15,85.39,0,False,True,False
1.976,50,2,82.4,40,12,15,92.18,0,False,True,False
0.508,200,1,51.6,22,14,8,333.42,0,False,False,True
1.991,50,2,72.7,2,2,19,69.61,0,False,True,False
0.413,200,1,74.8,9,23,5,344.8,0,False,False,True
0.587,200,1,96.6,22,6,5,371.69,0,False,False,True
0.459,200,1,70.8,14,13,5,343.05,0,False,False,True
0.537,200,1,93.7,32,18,5,372.24,0,False,False,True
0.598,200,1,43.5,32,20,6,342.18,0,False,False,True
0.569,200,1,62.5,2,9,8,321.82,0,False,False,True
0.545,200,1,53.5,9,19,8,317.66,0,False,False,True
0.595,200,1,83.4,31,16,5,365.17,0,False,False,True
0.483,200,1,92.2,11,9,5,352.36,0,False,False,True
0.574,200,1,93.7,39,17,5,383.45,0,False,False,True
2.524,50,2,62.4,42,19,15,86.36,0,False,True,False
2.215,50,2,80.8,11,21,15,78.86,0,False,True,False
0.499,200,1,91.9,21,0,5,359.83,0,False,False,True
0.634,200,1,56.9,23,20,6,339.25,0,False,False,True
0.493,200,1,86.1,32,10,5,374.68,0,False,False,True
0.594,200,1,55.0,41,16,5,356.99,0,False,False,True
4.989,10,3,88.7,10,7,30,13.22,0,True,False,False
0.532,200,1,41.7,1,15,6,313.69,0,False,False,True
0.578,200,1,82.0,3,16,8,329.02,0,False,False,True
0.425,200,1,83.2,19,6,5,359.48,0,False,False,True
0.648,200,1,47.7,18,3,8,326.93,0,False,False,True
0.417,200,1,61.0,9,16,8,323.83,0,False,False,True
6.345,10,3,44.4,23,14,31,12.95,0,True,False,False
0.49,200,1,70.7,23,8,5,357.45,0,False,False,True
0.428,200,1,57.4,15,21,5,339.28,0,False,False,True
0.535,200,1,51.3,48,8,5,368.8,0,False,False,True
0.445,200,1,42.6,24,18,8,326.43,0,False,False,True
2.339,50,2,67.3,27,10,17,83.31,0,False,True,False
1.633,50,2,56.9,16,2,15,80.21,0,False,True,False
2.341,50,2,79.7,25,7,17,84.5,0,False,True,False
0.605,200,1,76.8,21,18,5,358.91,0,False,False,True
1.935,50,2,95.2,5,21,15,81.94,0,False,True,False
1.779,50,2,77.8,46,2,17,90.0,0,False,True,False
0.452,200,1,89.9,7,16,7,341.74,0,False,False,True
4.155,10,3,67.1,2,18,30,17.93,0,True,False,False
0.573,200,1,90.6,39,20,5,381.65,0,False,False,True
0.569,200,1,75.6,36,7,5,367.94,0,False,False,True
0.548,200,1,42.0,39,3,8,344.72,0,False,False,True
1.802,50,2,85.3,30,11,15,81.53,0,False,True,False
6.111,10,3,78.4,4,14,31,8.98,1,True,False,False
0.634,200,1,48.4,10,23,7,323.21,0,False,False,True
0.622,200,1,64.3,29,22,5,351.46,0,False,False,True
0.461,200,1,51.0,40,23,7,355.61,0,False,False,True
1.803,50,2,78.0,27,3,15,88.86,0,False,True,False
0.575,200,1,63.8,3,13,5,324.42,0,False,False,True
0.611,200,1,74.6,37,1,5,369.1,0,False,False,True
0.494,200,1,56.1,31,8,6,352.91,0,False,False,True
0.513,200,1,62.1,13,20,8,334.97,0,False,False,True
0.543,200,1,47.3,13,3,5,329.21,0,False,False,True
0.409,200,1,94.2,25,18,5,368.94,0,False,False,True
4.501,10,3,80.5,36,14,32,14.01,0,True,False,False
0.556,200,1,46.4,40,0,6,349.77,0,False,False,True
4.079,10,3,88.6,34,18,30,15.22,0,True,False,False
0.602,200,1,60.7,6,8,9,322.55,0,False,False,True
0.552,200,1,60.8,28,3,5,348.93,0,False,False,True
5.527,10,3,86.2,42,7,30,15.26,0,True,False,False
2.01,50,2,68.8,21,7,15,84.94,0,False,True,False
2.483,50,2,53.0,38,2,15,81.43,0,False,True,False
0.429,200,1,87.6,13,8,7,346.8,0,False,False,True
0.58,200,1,58.6,2,18,9,318.74,0,False,False,True
4.763,10,3,51.2,17,16,30,17.43,0,True,False,False
0.575,200,1,64.1,21,12,7,343.72,0,False,False,True
0.56,200,1,94.9,13,3,7,349.47,0,False,False,True
1.893,50,2,79.5,49,14,16,91.07,0,False,True,False
5.419,10,3,64.5,42,3,30,14.06,0,True,False,False
0.565,200,1,58.8,18,11,5,336.16,0,False,False,True
0.452,200,1,56.3,16,20,5,334.05,0,False,False,True
0.541,200,1,65.0,37,0,5,360.9,0,False,False,True
5.437,10,3,72.0,25,22,32,10.79,0,True,False,False
6.426,10,3,47.4,28,3,30,18.97,0,True,False,False
0.605,200,1,42.5,35,8,8,342.71,0,False,False,True
2.15,50,2,84.8,36,9,15,88.08,0,False,True,False
2.289,50,2,58.6,6,21,18,72.49,0,False,True,False
1.746,50,2,73.1,44,20,17,83.06,0,False,True,False
0.522,200,1,81.8,39,22,6,370.36,0,False,False,True
0.448,200,1,73.6,30,22,5,357.71,0,False,False,True
0.579,200,1,57.1,1,11,10,308.8,0,False,False,True
0.649,200,1,65.2,31,6,7,348.59,0,False,False,True
1.891,50,2,77.6,8,22,16,74.84,0,False,True,False
0.453,200,1,49.8,4,6,5,324.66,0,False,False,True
1.877,50,2,79.0,22,11,15,85.17,0,False,True,False
0.54,200,1,96.6,24,4,7,367.34,0,False,False,True
0.565,200,1,69.3,47,9,5,372.63,0,False,False,True
0.504,200,1,75.9,3,10,7,332.76,0,False,False,True
1.749,50,2,59.7,46,1,15,90.61,0,False,True,False
0.466,200,1,45.0,2,5,6,314.52,0,False,False,True
1.647,50,2,95.5,22,10,16,80.23,0,False,True,False
0.538,200,1,47.6,24,7,8,336.6,0,False,False,True
0.42,200,1,78.1,7,23,6,339.38,0,False,False,True
0.603,200,1,70.3,27,5,5,355.88,0,False,False,True
0.564,200,1,68.7,26,4,6,350.09,0,False,False,True
0.491,200,1,89.0,8,11,5,344.46,0,False,False,True
6.497,10,3,79.6,26,5,30,16.86,0,True,False,False
0.595,200,1,53.6,49,23,5,372.54,0,False,False,True
1.831,50,2,44.9,20,20,16,77.23,0,False,True,False
0.586,200,1,63.3,17,10,5,341.32,0,False,False,True
0.536,200,1,74.9,24,15,5,359.12,0,False,False,True
0.526,200,1,88.7,14,12,5,357.69,0,False,False,True
0.568,200,1,64.9,40,18,7,359.82,0,False,False,True
0.515,200,1,79.2,28,2,7,358.06,0,False,False,True
1.756,50,2,47.3,40,4,16,86.22,0,False,True,False
0.552,200,1,42.3,37,13,6,345.58,0,False,False,True
1.934,50,2,87.9,24,16,16,85.54,0,False,True,False
0.434,200,1,67.0,3,14,8,326.51,0,False,False,True
2.189,50,2,77.8,37,6,16,86.09,0,False,True,False
1.699,50,2,77.6,26,21,16,78.27,0,False,True,False
0.584,200,1,81.7,18,0,7,349.89,0,False,False,True
5.74,10,3,44.8,22,18,30,11.79,0,True,False,False
0.572,200,1,72.4,40,5,6,369.15,0,False,False,True
2.586,50,2,73.6,24,19,15,80.74,0,False,True,False
4.93,10,3,44.7,2,3,32,16.94,0,True,False,False
0.646,200,1,89.4,1,0,8,337.95,0,False,False,True
5.772,10,3,94.9,17,21,32,15.67,0,True,False,False
2.287,50,2,52.6,31,18,17,79.36,0,False,True,False
0.424,200,1,81.4,21,17,6,357.34,0,False,False,True
4.003,10,3,83.6,47,6,30,17.18,0,True,False,False
0.513,200,1,84.3,22,7,5,364.84,0,False,False,True
4.605,10,3,80.9,11,14,30,14.28,0,True,False,False
1.917,50,2,91.1,34,5,16,88.16,0,False,True,False
0.599,200,1,82.8,21,2,5,362.67,0,False,False,True
1.929,50,2,79.6,20,11,16,83.11,0,False,True,False
1.735,50,2,61.3,21,17,15,76.16,0,False,True,False
1.973,50,2,53.8,18,10,17,76.31,0,False,True,False
2.033,50,2,91.6,15,5,15,80.73,0,False,True,False
0.552,200,1,72.8,19,6,5,355.13,0,False,False,True
2.259,50,2,85.3,14,1,17,77.52,0,False,True,False
0.476,200,1,84.1,46,11,7,383.94,0,False,False,True
0.567,200,1,55.0,10,22,8,327.9,0,False,False,True
0.429,200,1,47.4,8,15,7,322.11,0,False,False,True
0.586,200,1,89.0,17,16,6,355.8,0,False,False,True
1.688,50,2,63.4,45,20,15,89.39,0,False,True,False
0.522,200,1,85.9,20,10,5,361.21,0,False,False,True
4.988,10,3,53.3,41,0,30,13.22,0,True,False,False
0.515,200,1,94.5,25,11,5,370.78,0,False,False,True
0.604,200,1,72.8,3,13,5,338.98,0,False,False,True
1.745,50,2,63.1,20,22,16,82.65,0,False,True,False
0.647,200,1,56.1,18,22,5,339.15,0,False,False,True
0.554,200,1,59.1,49,20,7,362.46,0,False,False,True
6.205,10,3,88.6,3,13,30,18.17,0,True,False,False
2.157,50,2,55.1,31,10,16,83.82,0,False,True,False
0.561,200,1,46.7,20,8,6,336.38,0,False,False,True
0.49,200,1,62.8,34,6,5,355.68,0,False,False,True
0.482,200,1,47.8,45,14,7,358.2,0,False,False,True
0.573,200,1,66.2,31,12,5,359.78,0,False,False,True
0.612,200,1,56.8,21,3,5,339.44,0,False,False,True
0.58,200,1,78.1,28,10,7,353.94,0,False,False,True
1.836,50,2,60.9,7,14,16,74.14,0,False,True,False
1.69,50,2,52.3,35,11,17,77.41,0,False,True,False
0.483,200,1,73.3,46,3,5,375.73,0,False,False,True
0.558,200,1,87.5,7,22,5,347.31,0,False,False,True
6.307,10,3,51.8,47,4,30,12.71,0,True,False,False
2.064,50,2,81.8,36,22,15,87.33,0,False,True,False
0.477,200,1,79.5,48,6,5,387.8,0,False,False,True
0.583,200,1,46.3,8,22,6,324.93,0,False,False,True
0.476,200,1,82.3,46,18,7,380.35,0,False,False,True
0.587,200,1,69.5,31,13,5,363.71,0,False,False,True
2.403,50,2,67.8,42,17,16,89.8,0,False,True,False
1.63,50,2,61.0,18,6,15,82.73,0,False,True,False
1.806,50,2,80.5,3,2,18,77.81,0,False,True,False
6.098,10,3,83.3,15,18,30,18.93,0,True,False,False
0.5,200,1,70.1,11,0,5,341.67,0,False,False,True
0.649,200,1,95.6,19,13,7,362.75,0,False,False,True
0.476,200,1,77.7,17,5,5,355.78,0,False,False,True
0.637,200,1,79.0,45,12,7,373.67,0,False,False,True
2.504,50,2,56.2,46,2,15,90.46,0,False,True,False
0.413,200,1,55.6,23,23,5,345.92,0,False,False,True
0.571,200,1,69.4,46,6,5,373.54,0,False,False,True
0.401,200,1,71.6,27,1,5,356.06,0,False,False,True
2.447,50,2,58.7,33,2,15,81.11,0,False,True,False
0.604,200,1,95.1,3,0,6,347.06,0,False,False,True
0.642,200,1,86.2,49,18,6,386.07,0,False,False,True
1.616,50,2,54.3,7,7,19,76.09,0,False,True,False
1.61,50,2,56.4,29,8,15,83.84,0,False,True,False
0.461,200,1,40.2,36,17,5,351.9,0,False,False,True
0.525,200,1,90.7,16,21,7,351.8,0,False,False,True
2.103,50,2,58.7,20,16,16,76.9,0,False,True,False
0.54,200,1,92.0,30,4,5,369.39,0,False,False,True
2.357,50,2,42.9,1,17,20,70.31,0,False,True,False
0.426,200,1,88.9,44,17,7,380.71,0,False,False,True
2.26,50,2,41.0,48,12,15,81.93,0,False,True,False
0.467,200,1,94.1,25,5,7,359.39,0,False,False,True
1.798,50,2,59.3,48,4,16,90.06,0,False,True,False
1.682,50,2,87.3,27,7,17,87.27,0,False,True,False
6.055,10,3,67.0,41,10,30,19.17,0,True,False,False
2.251,50,2,48.2,33,11,15,77.62,0,False,True,False
0.497,200,1,90.3,17,19,7,349.57,0,False,False,True
2.07,50,2,47.2,18,17,17,79.7,0,False,True,False
0.644,200,1,69.2,10,10,5,338.24,0,False,False,True
4.633,10,3,86.6,39,10,30,18.95,0,True,False,False
2.22,50,2,94.7,7,3,15,80.83,0,False,True,False
2.024,50,2,49.2,29,8,15,76.67,0,False,True,False
6.422,10,3,68.8,4,13,32,12.86,0,True,False,False
1.971,50,2,55.1,42,16,15,88.29,0,False,True,False
0.534,200,1,55.8,25,20,6,345.17,0,False,False,True
0.465,200,1,81.4,48,6,5,381.84,0,False,False,True
0.635,200,1,94.4,45,22,7,382.73,0,False,False,True
0.402,200,1,83.4,13,11,7,350.36,0,False,False,True
0.571,200,1,95.6,11,6,5,353.29,0,False,False,True
5.489,10,3,85.2,30,4,30,20.07,0,True,False,False
0.479,200,1,64.4,20,20,6,342.67,0,False,False,True
0.642,200,1,81.6,40,23,5,373.82,0,False,False,True
0.598,200,1,45.3,19,7,5,330.58,0,False,False,True
0.593,200,1,67.9,13,14,5,337.29,0,False,False,True
2.591,50,2,57.0,43,6,17,82.0,0,False,True,False
0.609,200,1,80.8,5,13,5,338.66,0,False,False,True
0.503,200,1,43.7,38,8,5,352.14,0,False,False,True
0.475,200,1,78.0,28,1,5,364.91,0,False,False,True
0.605,200,1,78.3,19,17,7,348.29,0,False,False,True
1.614,50,2,65.0,15,3,15,76.59,0,False,True,False
5.077,10,3,77.3,1,21,30,15.06,0,True,False,False
0.574,200,1,68.0,27,12,5,353.38,0,False,False,True
0.625,200,1,72.7,9,13,8,331.16,0,False,False,True
2.339,50,2,68.2,3,8,19,73.22,0,False,True,False
2.522,50,2,68.5,44,17,15,89.61,0,False,True,False
6.249,10,3,83.5,19,19,30,14.18,0,True,False,False
2.279,50,2,45.4,49,5,16,88.3,0,False,True,False
0.45,200,1,76.5,43,21,5,381.11,0,False,False,True
0.432,200,1,91.1,28,21,5,374.18,0,False,False,True
2.029,50,2,86.4,10,14,17,81.2,0,False,True,False
1.741,50,2,77.0,40,5,17,81.15,0,False,True,False
4.53,10,3,70.6,20,0,30,16.98,0,True,False,False
1.681,50,2,77.6,35,21,15,86.01,0,False,True,False
0.567,200,1,56.0,11,11,5,330.84,0,False,False,True
0.565,200,1,77.2,45,14,5,383.47,0,False,False,True
0.431,200,1,67.4,8,17,8,328.71,0,False,False,True
6.125,10,3,43.4,29,11,32,12.62,0,True,False,False
0.601,200,1,62.0,42,1,5,362.55,0,False,False,True
0.615,200,1,48.9,8,3,9,313.11,0,False,False,True
0.418,200,1,90.5,17,9,6,352.07,0,False,False,True
0.403,200,1,56.4,18,23,7,333.54,0,False,False,True
1.721,50,2,45.9,4,0,20,67.32,0,False,True,False
2.586,50,2,40.9,4,19,21,65.31,0,False,True,False
4.005,10,3,93.1,11,15,30,17.09,0,True,False,False
2.246,50,2,67.0,4,4,16,74.68,0,False,True,False
1.824,50,2,94.1,29,4,15,83.79,0,False,True,False
0.528,200,1,68.8,5,16,8,325.36,0,False,False,True
0.502,200,1,58.1,23,4,7,345.06,0,False,False,True
0.636,200,1,67.6,1,6,9,314.75,0,False,False,True
4.294,10,3,92.2,44,21,32,15.45,0,True,False,False
0.412,200,1,50.7,43,16,5,358.65,0,False,False,True
0.565,200,1,60.8,16,1,5,344.07,0,False,False,True
0.522,200,1,62.4,10,11,5,330.93,0,False,False,True
0.613,200,1,68.9,32,18,5,360.48,0,False,False,True
0.499,200,1,92.4,38,17,6,375.79,0,False,False,True
0.442,200,1,43.9,49,17,5,360.06,0,False,False,True
5.443,10,3,55.1,36,7,31,19.12,0,True,False,False
1.929,50,2,63.2,18,21,16,79.95,0,False,True,False
1.942,50,2,66.2,46,1,17,81.09,0,False,True,False
2.582,50,2,75.6,27,6,17,81.55,0,False,True,False
2.426,50,2,71.2,18,20,15,77.61,0,False,True,False
0.539,200,1,88.0,19,13,5,361.08,0,False,False,True
0.61,200,1,81.0,9,0,7,339.55,0,False,False,True
0.646,200,1,56.9,40,2,7,355.76,0,False,False,True
2.542,50,2,69.5,12,4,15,83.17,0,False,True,False
0.621,200,1,95.3,44,0,6,382.44,0,False,False,True
0.447,200,1,56.5,15,10,6,338.13,0,False,False,True
2.123,50,2,80.8,15,16,15,84.85,0,False,True,False
0.446,200,1,75.0,29,10,7,353.83,0,False,False,True
2.242,50,2,66.0,17,0,15,82.8,0,False,True,False
2.384,50,2,41.2,19,23,15,81.05,0,False,True,False
0.412,200,1,85.2,14,6,6,352.41,0,False,False,True
2.317,50,2,66.2,36,12,15,88.51,0,False,True,False
0.496,200,1,63.0,20,20,5,348.42,0,False,False,True
0.543,200,1,50.8,8,18,9,316.6,0,False,False,True
0.583,200,1,87.4,22,4,5,358.71,0,False,False,True
4.815,10,3,70.9,36,2,31,13.42,0,True,False,False
2.465,50,2,42.5,28,4,16,83.23,0,False,True,False
5.055,10,3,94.2,30,5,32,14.82,0,True,False,False
0.603,200,1,70.4,5,8,5,331.33,0,False,False,True
0.452,200,1,96.5,10,5,5,353.36,0,False,False,True
1.765,50,2,68.7,4,11,16,77.29,0,False,True,False
0.589,200,1,80.7,2,3,9,330.18,0,False,False,True
0.52,200,1,70.0,44,4,5,376.43,0,False,False,True
1.821,50,2,77.0,27,6,15,88.44,0,False,True,False
0.566,200,1,69.2,29,22,7,356.03,0,False,False,True
0.502,200,1,58.2,10,5,5,330.99,0,False,False,True
6.144,10,3,42.2,9,2,30,12.0,0,True,False,False
2.597,50,2,49.9,32,6,16,75.92,0,False,True,False
0.492,200,1,52.0,19,4,6,335.15,0,False,False,True
0.648,200,1,42.5,46,15,8,350.94,0,False,False,True
0.504,200,1,58.6,11,3,6,332.15,0,False,False,True
0.559,200,1,80.7,47,19,6,377.79,0,False,False,True
6.185,10,3,81.7,29,8,30,11.84,0,True,False,False
2.099,50,2,81.3,13,22,15,81.88,0,False,True,False
0.482,200,1,87.8,37,7,5,382.15,0,False,False,True
1.859,50,2,81.9,36,22,16,82.89,0,False,True,False
6.24,10,3,73.9,14,20,30,11.37,0,True,False,False
0.484,200,1,61.7,24,4,5,351.78,0,False,False,True
0.444,200,1,43.2,32,23,5,341.71,0,False,False,True
0.497,200,1,44.9,7,16,9,306.58,0,False,False,True
0.536,200,1,44.3,13,16,5,330.68,0,False,False,True
2.191,50,2,91.4,7,16,17,78.63,0,False,True,False
0.433,200,1,64.6,30,2,7,349.75,0,False,False,True
2.207,50,2,94.3,21,14,15,85.36,0,False,True,False
0.471,200,1,52.2,5,3,9,310.64,0,False,False,True
0.591,200,1,53.1,15,13,5,338.33,0,False,False,True
0.481,200,1,45.0,7,20,5,323.49,0,False,False,True
0.485,200,1,61.7,33,11,7,355.65,0,False,False,True
0.455,200,1,48.6,36,16,6,352.24,0,False,False,True
2.135,50,2,84.3,37,20,15,84.02,0,False,True,False
0.6,200,1,72.0,15,22,6,345.69,0,False,False,True
0.413,200,1,94.2,42,20,6,382.68,0,False,False,True
5.124,10,3,91.0,9,7,30,17.52,0,True,False,False
0.605,200,1,72.6,46,11,5,375.56,0,False,False,True
0.493,200,1,81.3,13,20,6,346.39,0,False,False,True
2.079,50,2,50.1,8,2,17,73.97,0,False,True,False
0.486,200,1,72.4,29,13,5,355.88,0,False,False,True
0.437,200,1,44.5,34,10,8,345.07,0,False,False,True
0.64,200,1,68.0,28,17,5,360.06,0,False,False,True
0.431,200,1,68.1,26,18,5,357.71,0,False,False,True
0.469,200,1,66.6,35,23,5,358.32,0,False,False,True
0.482,200,1,65.3,43,9,5,369.11,0,False,False,True
0.407,200,1,80.5,16,7,5,349.01,0,False,False,True
1.835,50,2,64.6,7,19,16,73.36,0,False,True,False
0.467,200,1,61.9,1,2,6,323.79,0,False,False,True
0.46,200,1,44.5,13,18,5,325.56,0,False,False,True
2.373,50,2,80.8,32,3,15,83.57,0,False,True,False
0.621,200,1,62.8,26,12,5,352.4,0,False,False,True
0.642,200,1,61.2,28,3,5,352.66,0,False,False,True
2.401,50,2,81.5,49,10,15,86.34,0,False,True,False
0.561,200,1,96.8,35,1,7,380.3,0,False,False,True
0.445,200,1,69.1,27,15,5,360.78,0,False,False,True
0.604,200,1,57.9,21,1,7,342.15,0,False,False,True
6.286,10,3,63.9,3,6,31,14.72,0,True,False,False
4.931,10,3,58.9,38,23,30,14.64,0,True,False,False
1.953,50,2,80.5,42,8,15,88.69,0,False,True,False
0.467,200,1,97.0,31,1,5,378.52,0,False,False,True
2.445,50,2,40.6,4,2,17,73.32,0,False,True,False
0.503,200,1,60.6,40,11,7,359.04,0,False,False,True
2.361,50,2,84.0,27,11,16,82.79,0,False,True,False
2.475,50,2,42.9,35,8,15,80.08,0,False,True,False
0.428,200,1,65.4,3,18,7,320.88,0,False,False,True
0.494,200,1,43.0,10,17,8,315.1,0,False,False,True
5.787,10,3,47.6,7,3,32,14.29,0,True,False,False
0.411,200,1,65.1,38,21,5,367.01,0,False,False,True
4.845,10,3,60.0,34,6,30,18.06,0,True,False,False
0.52,200,1,54.9,47,3,5,369.68,0,False,False,True
0.421,200,1,73.7,5,17,8,331.42,0,False,False,True
1.889,50,2,79.0,20,13,15,83.1,0,False,True,False
1.675,50,2,59.8,12,9,17,72.23,0,False,True,False
1.839,50,2,90.6,14,10,16,80.28,0,False,True,False
0.483,200,1,82.1,34,7,5,367.4,0,False,False,True
0.418,200,1,58.2,13,8,8,330.18,0,False,False,True
5.733,10,3,51.7,31,11,32,15.74,0,True,False,False
0.527,200,1,54.3,1,12,8,312.4,0,False,False,True
2.289,50,2,74.1,29,20,15,88.46,0,False,True,False
1.899,50,2,57.4,5,1,16,72.75,0,False,True,False
0.599,200,1,85.5,8,0,6,344.43,0,False,False,True
0.551,200,1,65.7,5,15,9,323.45,0,False,False,True
0.504,200,1,45.7,35,10,6,346.67,0,False,False,True
0.49,200,1,60.6,34,0,5,355.13,0,False,False,True
1.844,50,2,90.9,5,1,15,81.24,0,False,True,False
0.625,200,1,63.3,40,1,5,367.49,0,False,False,True
2.031,50,2,62.4,7,11,16,79.74,0,False,True,False
0.617,200,1,66.8,12,22,5,338.39,0,False,False,True
2.201,50,2,75.9,8,16,16,79.07,0,False,True,False
0.401,200,1,57.8,6,17,8,322.32,0,False,False,True
2.198,50,2,51.6,9,20,15,70.8,0,False,True,False
2.554,50,2,88.2,33,0,15,86.95,0,False,True,False
0.627,200,1,41.7,35,7,6,349.84,0,False,False,True
2.545,50,2,49.7,5,13,16,75.17,0,False,True,False
0.572,200,1,54.5,30,17,5,348.26,0,False,False,True
2.267,50,2,70.8,36,17,15,84.16,0,False,True,False
5.161,10,3,44.3,32,4,31,10.27,0,True,False,False
5.166,10,3,40.2,20,12,31,8.57,1,True,False,False
2.424,50,2,92.2,32,20,16,86.77,0,False,True,False
0.509,200,1,55.3,20,9,5,337.41,0,False,False,True
1.842,50,2,66.4,39,10,15,82.08,0,False,True,False
0.459,200,1,72.8,48,2,7,374.47,0,False,False,True
0.573,200,1,80.5,49,12,6,381.83,0,False,False,True
0.622,200,1,79.7,23,9,7,356.8,0,False,False,True
0.42,200,1,96.1,7,0,5,347.68,0,False,False,True
0.545,200,1,96.1,46,16,6,386.77,0,False,False,True
0.492,200,1,58.3,21,1,7,340.24,0,False,False,True
1.896,50,2,60.0,23,21,15,82.99,0,False,True,False
1.965,50,2,90.1,32,22,17,82.56,0,False,True,False
0.613,200,1,53.8,47,10,7,365.83,0,False,False,True
0.552,200,1,65.8,30,14,5,357.51,0,False,False,True
0.545,200,1,64.3,8,6,7,325.76,0,False,False,True
0.439,200,1,69.9,18,18,5,349.9,0,False,False,True
0.474,200,1,75.5,37,13,7,369.27,0,False,False,True
0.418,200,1,67.7,43,8,7,368.83,0,False,False,True
0.557,200,1,41.0,25,4,7,336.95,0,False,False,True
1.674,50,2,79.7,45,4,15,90.59,0,False,True,False
0.431,200,1,88.9,6,5,8,339.32,0,False,False,True
1.997,50,2,93.5,33,20,16,86.15,0,False,True,False
2.26,50,2,93.4,30,3,17,83.23,0,False,True,False
0.614,200,1,81.1,11,4,5,342.65,0,False,False,True
1.891,50,2,62.8,7,23,16,74.67,0,False,True,False
5.184,10,3,84.8,36,15,32,16.24,0,True,False,False
5.09,10,3,94.1,29,5,32,14.2,0,True,False,False
0.46,200,1,43.7,7,18,5,319.01,0,False,False,True
0.545,200,1,74.3,12,9,5,346.42,0,False,False,True
0.633,200,1,51.9,13,4,8,326.82,0,False,False,True
0.576,200,1,46.6,11,19,6,325.16,0,False,False,True
0.576,200,1,44.7,25,15,6,334.43,0,False,False,True
1.773,50,2,47.9,19,5,15,82.06,0,False,True,False
0.579,200,1,45.9,34,17,5,353.29,0,False,False,True
0.462,200,1,87.1,18,17,5,361.77,0,False,False,True
0.412,200,1,77.7,36,17,7,368.41,0,False,False,True
2.493,50,2,50.6,40,20,17,80.13,0,False,True,False
0.454,200,1,46.1,7,8,8,310.54,0,False,False,True
0.508,200,1,58.3,12,18,6,336.8,0,False,False,True
1.692,50,2,54.8,49,12,15,86.18,0,False,True,False
0.51,200,1,49.9,4,19,5,320.31,0,False,False,True
4.14,10,3,92.5,29,7,31,19.2,0,True,False,False
2.002,50,2,86.8,27,4,15,81.59,0,False,True,False
0.469,200,1,86.1,44,21,5,386.28,0,False,False,True
4.896,10,3,49.6,27,19,30,12.44,0,True,False,False
0.453,200,1,46.3,45,3,7,355.1,0,False,False,True
0.516,200,1,69.8,19,10,5,344.73,0,False,False,True
5.495,10,3,85.5,49,11,30,20.04,0,True,False,False
0.504,200,1,68.6,13,5,5,337.47,0,False,False,True
1.643,50,2,56.0,10,18,16,78.28,0,False,True,False
1.873,50,2,75.6,36,18,16,88.49,0,False,True,False
2.15,50,2,89.5,27,16,15,90.08,0,False,True,False
2.501,50,2,44.0,4,11,17,75.87,0,False,True,False
5.169,10,3,88.4,34,8,31,19.96,0,True,False,False
0.506,200,1,59.5,24,16,7,344.79,0,False,False,True
0.422,200,1,68.1,21,16,5,344.83,0,False,False,True
1.904,50,2,65.3,38,19,15,81.77,0,False,True,False
0.487,200,1,77.8,22,22,5,357.56,0,False,False,True
0.558,200,1,83.2,33,9,5,365.75,0,False,False,True
0.434,200,1,58.2,41,22,5,368.14,0,False,False,True
0.55,200,1,53.8,29,22,5,347.04,0,False,False,True
2.273,50,2,70.3,28,8,15,80.36,0,False,True,False
1.707,50,2,84.8,24,5,15,84.99,0,False,True,False
0.431,200,1,83.1,28,18,6,359.88,0,False,False,True
0.588,200,1,80.4,46,0,5,379.75,0,False,False,True
1.861,50,2,90.8,11,3,17,83.15,0,False,True,False
2.389,50,2,96.7,17,19,17,87.08,0,False,True,False
0.626,200,1,95.5,48,7,7,389.9,0,False,False,True
0.419,200,1,58.1,28,17,7,347.49,0,False,False,True
0.543,200,1,46.1,11,10,5,329.98,0,False,False,True
0.418,200,1,56.9,3,22,8,320.0,0,False,False,True
2.013,50,2,79.7,33,4,17,87.51,0,False,True,False
0.483,200,1,66.9,34,13,7,352.31,0,False,False,True
0.526,200,1,68.5,4,11,6,334.58,0,False,False,True
4.175,10,3,75.0,14,22,30,13.42,0,True,False,False
0.549,200,1,94.0,13,7,5,359.72,0,False,False,True
0.559,200,1,68.2,41,5,6,363.23,0,False,False,True
2.482,50,2,87.2,25,17,15,82.96,0,False,True,False
0.43,200,1,81.7,30,19,7,360.84,0,False,False,True
0.416,200,1,84.3,8,10,5,348.04,0,False,False,True
0.638,200,1,94.9,22,4,6,360.8,0,False,False,True
5.738,10,3,44.0,8,18,30,16.29,0,True,False,False
1.91,50,2,43.6,4,20,21,72.16,0,False,True,False
0.48,200,1,85.9,17,0,5,357.92,0,False,False,True
2.252,50,2,74.3,10,22,15,79.21,0,False,True,False
0.621,200,1,44.4,8,2,9,316.87,0,False,False,True
0.616,200,1,40.9,11,21,9,314.99,0,False,False,True
2.313,50,2,92.0,38,18,17,90.5,0,False,True,False
0.492,200,1,55.5,2,12,6,319.94,0,False,False,True
0.452,200,1,74.6,22,14,7,344.71,0,False,False,True
1.75,50,2,61.9,39,14,15,80.02,0,False,True,False
0.456,200,1,91.6,48,1,6,387.11,0,False,False,True
0.622,200,1,60.9,32,2,5,356.36,0,False,False,True
